DATE_RESERVATION;PLAGE_HORAIRE;STATUT;STRUCTURE;NOM_COMPLET;FONCTION;DATE_CREATION;PONT_SITE
2022-02-09;JOUR;VALIDE;MOVIS;2022-02-09;RESPONSABLE PT BASCULE;2022-02-03 13:07:02;CFS 4 VRIDI
2022-02-09;JOUR;VALIDE;SEAFEM;2022-02-09;DIRECTEUR GENERAL;2022-02-03 15:02:50;SEAFEM
2022-02-09;JOUR;VALIDE;CARGILL COCOA;2022-02-09;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:17:56;CARGILL COCOA YOP
2022-02-09;JOUR;VALIDE;;2022-02-09;RESPONSABLE LOGISTIQUE;2022-02-04 12:14:12;STNC
2022-02-09;JOUR;VALIDE;ITCA;2022-02-09;RESPONSABLE PRODUITS FINIS;2022-02-04 14:19:24;ITCA
2022-02-09;JOUR;VALIDE;MANTRA;2022-02-09;AGENT LOGISTICS;2022-02-04 15:49:13;MANTRA
2022-02-09;JOUR;ANNULE;FARLIN COMMODITIES;2022-02-09;SELVA SIR;2022-02-07 08:10:20;FARLIN
2022-02-09;JOUR;VALIDE;FARLIN COMMODITIES;2022-02-09;SELVA SIR;2022-02-07 08:10:25;FARLIN
2022-02-09;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT ADMINISTRATIF;2022-02-07 13:06:42;VRIDI 2 STATION VRAC
2022-02-09;JOUR;VALIDE;MEDLOG;2022-02-09;responsable pont bascule;2022-02-07 14:11:37;MEDLOG
2022-02-09;JOUR;VALIDE;APM TERMINAL;2022-02-09;RESPONSABLE PONT BASCULE;2022-02-07 14:23:05;APM TERMINAL
2022-02-09;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-07 17:42:57;COTON RAN
2022-02-09;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-07 17:43:07;T6
2022-02-09;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-07 17:43:19;VRIDI 3 PONT 1
2022-02-09;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-07 17:43:34;VRIDI 3 PONT 2
2022-02-09;JOUR;VALIDE;TRCI;2022-02-09;RESPONSABLE PRODUIT FINI;2022-02-08 08:30:09;TRCI ANGUEDEDOU
2022-02-09;JOUR;VALIDE;ZAMACOM;2022-02-09;RESPONSABLE TRANSIT ;2022-02-08 11:52:52;ZAMACOM PONT 1
2022-02-09;JOUR;VALIDE;GMCI;2022-02-09;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-08 15:09:02;GMCI GARE DU MALI
2022-02-09;JOUR;VALIDE;GMCI;2022-02-09;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-08 15:09:08;GMCI GESTOCI
2022-02-09;JOUR;VALIDE;GMCI;2022-02-09;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-08 15:09:16;GMCI HINO
2022-02-09;JOUR;VALIDE;SIMAT;2022-02-09;RESPONSABLE LOGISTIQUE;2022-02-08 15:44:18;SIMAT PAC 1
2022-02-09;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-09;CHEF DE SERVICE METROLOGIE;2022-01-04 11:08:01;CCI-CI PONT N2
2022-02-09;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-09;RESPONSABLE PESEUR;2022-01-07 16:08:03;R et R
2022-02-09;NUIT;VALIDE;SEAFEM;2022-02-09;DIRECTEUR GENERAL;2022-02-03 15:03:04;SEAFEM
2022-02-09;NUIT;VALIDE;CARGILL COCOA;2022-02-09;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:17:48;CARGILL COCOA YOP
2022-02-09;NUIT;VALIDE;MANTRA;2022-02-09;AGENT LOGISTICS;2022-02-04 15:49:05;MANTRA
2022-02-09;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT ADMINISTRATIF;2022-02-07 13:06:52;VRIDI 2 STATION VRAC
2022-02-09;NUIT;VALIDE;APM TERMINAL;2022-02-09;RESPONSABLE PONT BASCULE;2022-02-07 14:23:31;APM TERMINAL
2022-02-09;NUIT;VALIDE;ZAMACOM;2022-02-09;RESPONSABLE TRANSIT ;2022-02-08 11:53:01;ZAMACOM PONT 1
2022-02-09;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-09 07:01:14;T6
2022-02-09;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-09 07:01:22;VRIDI 3 PONT 1
2022-02-09;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-09;AGENT;2022-02-09 07:01:30;VRIDI 3 PONT 2
2022-02-09;NUIT;VALIDE;SACO;2022-02-09;CONTAINER FLEET MANAGEMENT LEAD;2022-02-09 11:57:35;SACO ABIDJAN
2022-02-09;NUIT;VALIDE;DUVICK;2022-02-09;RESPONSABLES / VICE ;2022-02-09 14:19:03;DUVICK
2022-02-09;NUIT;VALIDE;logtrans;2022-02-09;PESEUR;2022-02-09 14:26:42;LOGTRANS
2022-02-10;JOUR;VALIDE;coic sa;2022-02-10;GESTIONNAIRE DE STOCKS;2021-12-06 15:13:31;COIC
2022-02-10;JOUR;VALIDE;SOGENA;2022-02-10;SUPERVISEUR;2022-01-03 15:18:57;SOGENA EX-CAISTAB
2022-02-10;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-10;RESPONSABLE PESEUR;2022-01-07 16:08:31;R et R
2022-02-10;JOUR;VALIDE;DUVICK;2022-02-10;DIRECTEUR DES OPÃRATIONS PHYSIQUE;2022-01-12 14:06:29;DUVICK
2022-02-10;JOUR;VALIDE;OLAM;2022-02-10;coordinateur pesage;2022-01-13 11:39:18;USINE UNICAO PONT02
2022-02-10;JOUR;REJETE;CTM;2022-02-10;DGA;2022-01-17 11:31:06;CTM
2022-02-10;JOUR;VALIDE;CTM;2022-02-10;DGA;2022-01-17 11:31:08;CTM
2022-02-10;JOUR;VALIDE;SACO;2022-02-10;AGENT LOGISTIQUE;2022-01-28 09:34:54;SACO ABIDJAN
2022-02-10;JOUR;VALIDE;MOVIS;2022-02-10;RESPONSABLE PT BASCULE;2022-02-03 13:07:14;CFS 4 VRIDI
2022-02-10;JOUR;VALIDE;SEAFEM;2022-02-10;DIRECTEUR GENERAL;2022-02-03 15:03:22;SEAFEM
2022-02-10;JOUR;VALIDE;CARGILL COCOA;2022-02-10;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:18:09;CARGILL COCOA YOP
2022-02-10;JOUR;VALIDE;;2022-02-10;RESPONSABLE LOGISTIQUE;2022-02-04 12:14:25;STNC
2022-02-10;JOUR;VALIDE;ITCA;2022-02-10;RESPONSABLE PRODUITS FINIS;2022-02-04 14:20:03;ITCA
2022-02-10;JOUR;VALIDE;FARLIN COMMODITIES;2022-02-10;SELVA SIR;2022-02-07 08:11:29;FARLIN
2022-02-10;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT ADMINISTRATIF;2022-02-07 13:14:47;VRIDI 2 STATION VRAC
2022-02-10;JOUR;VALIDE;MEDLOG;2022-02-10;responsable pont bascule;2022-02-07 14:11:46;MEDLOG
2022-02-10;JOUR;VALIDE;APM TERMINAL;2022-02-10;RESPONSABLE PONT BASCULE;2022-02-07 14:23:52;APM TERMINAL
2022-02-10;JOUR;VALIDE;MANTRA;2022-02-10;AGENT LOGISTICS;2022-02-07 14:26:16;MANTRA
2022-02-10;JOUR;VALIDE;ZAMACOM;2022-02-10;RESPONSABLE TRANSIT ;2022-02-08 11:53:16;ZAMACOM PONT 1
2022-02-10;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:01:46;COTON RAN
2022-02-10;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:01:55;T6
2022-02-10;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:02:08;VRIDI 3 PONT 1
2022-02-10;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:02:23;VRIDI 3 PONT 2
2022-02-10;JOUR;REJETE;TRCI;2022-02-10;RESPONSABLE PRODUIT FINI;2022-02-09 08:28:23;TRCI ANGUEDEDOU
2022-02-10;JOUR;VALIDE;TRCI;2022-02-10;RESPONSABLE PRODUIT FINI;2022-02-09 08:28:25;TRCI ANGUEDEDOU
2022-02-10;JOUR;VALIDE;GMCI;2022-02-10;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-09 14:55:34;GMCI GARE DU MALI
2022-02-10;JOUR;VALIDE;GMCI;2022-02-10;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-09 14:57:02;GMCI GESTOCI
2022-02-10;JOUR;VALIDE;GMCI;2022-02-10;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-09 14:57:31;GMCI HINO
2022-02-10;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-10;CHEF DE SERVICE METROLOGIE;2022-01-04 11:08:16;CCI-CI PONT N2
2022-02-10;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-10;RESPONSABLE PESEUR;2022-01-07 16:08:39;R et R
2022-02-10;NUIT;VALIDE;SEAFEM;2022-02-10;DIRECTEUR GENERAL;2022-02-03 15:03:39;SEAFEM
2022-02-10;NUIT;VALIDE;CARGILL COCOA;2022-02-10;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:18:18;CARGILL COCOA YOP
2022-02-10;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT ADMINISTRATIF;2022-02-07 13:14:56;VRIDI 2 STATION VRAC
2022-02-10;NUIT;VALIDE;APM TERMINAL;2022-02-10;RESPONSABLE PONT BASCULE;2022-02-07 14:24:00;APM TERMINAL
2022-02-10;NUIT;VALIDE;MANTRA;2022-02-10;AGENT LOGISTICS;2022-02-07 14:26:28;MANTRA
2022-02-10;NUIT;VALIDE;ZAMACOM;2022-02-10;RESPONSABLE TRANSIT ;2022-02-08 11:53:38;ZAMACOM PONT 1
2022-02-10;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:03:36;T6
2022-02-10;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:03:46;VRIDI 3 PONT 1
2022-02-10;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-10;AGENT;2022-02-09 07:03:57;VRIDI 3 PONT 2
2022-02-10;NUIT;VALIDE;SOGENA;2022-02-10;SUPERVISEUR;2022-02-09 16:35:01;SOGENA EX-CAISTAB
2022-02-10;NUIT;ANNULE;SUTEC;2022-02-10;ASSISTANTE DOT;2022-02-10 10:36:58;SUTEC EX DAFCI
2022-02-10;NUIT;VALIDE;;2022-02-10;RESPONSABLE LOGISTIQUE ;2022-02-10 10:51:40;STNC
2022-02-10;NUIT;VALIDE;SACO;2022-02-10;CONTAINER FLEET MANAGEMENT LEAD;2022-02-10 12:07:00;SACO ABIDJAN
2022-02-10;NUIT;VALIDE;GMCI;2022-02-10;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-10 14:33:22;GMCI GESTOCI
2022-02-10;NUIT;VALIDE;MEDLOG;2022-02-10;responsable pont bascule;2022-02-10 14:49:08;MEDLOG
2022-02-10;NUIT;VALIDE;MOVIS;2022-02-10;RESPONSABLE PT BASCULE;2022-02-10 14:59:31;CFS 4 VRIDI
2022-02-10;NUIT;VALIDE;logtrans;2022-02-10;PESEUR;2022-02-10 15:07:26;LOGTRANS
2022-02-11;JOUR;VALIDE;coic sa;2022-02-11;GESTIONNAIRE DE STOCKS;2021-12-06 15:13:40;COIC
2022-02-11;JOUR;ANNULE;ZAMACOM;2022-02-11;RESPONSABLE TRANSIT ;2021-12-08 16:40:36;ZAMACOM PONT 1
2022-02-11;JOUR;VALIDE;SOGENA;2022-02-11;SUPERVISEUR;2022-01-03 15:19:11;SOGENA EX-CAISTAB
2022-02-11;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-11;RESPONSABLE PESEUR;2022-01-07 16:08:56;R et R
2022-02-11;JOUR;VALIDE;OLAM;2022-02-11;coordinateur pesage;2022-01-13 11:39:27;USINE UNICAO PONT02
2022-02-11;JOUR;VALIDE;CTM;2022-02-11;DGA;2022-01-17 11:31:23;CTM
2022-02-11;JOUR;REJETE;SACO;2022-02-11;AGENT LOGISTIQUE;2022-01-28 09:35:00;SACO ABIDJAN
2022-02-11;JOUR;VALIDE;SACO;2022-02-11;AGENT LOGISTIQUE;2022-01-28 09:35:02;SACO ABIDJAN
2022-02-11;JOUR;VALIDE;MOVIS;2022-02-11;RESPONSABLE PT BASCULE;2022-02-03 13:07:28;CFS 4 VRIDI
2022-02-11;JOUR;REJETE;SEAFEM;2022-02-11;DIRECTEUR GENERAL;2022-02-03 15:04:00;SEAFEM
2022-02-11;JOUR;VALIDE;CARGILL COCOA;2022-02-11;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:18:45;CARGILL COCOA YOP
2022-02-11;JOUR;VALIDE;DUVICK;2022-02-11;RESPONSABLES / VICE ;2022-02-04 07:17:51;DUVICK
2022-02-11;JOUR;VALIDE;;2022-02-11;RESPONSABLE LOGISTIQUE;2022-02-04 12:14:49;STNC
2022-02-11;JOUR;VALIDE;ITCA;2022-02-11;RESPONSABLE PRODUITS FINIS;2022-02-04 14:20:28;ITCA
2022-02-11;JOUR;VALIDE;FARLIN COMMODITIES;2022-02-11;SELVA SIR;2022-02-07 08:12:17;FARLIN
2022-02-11;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT ADMINISTRATIF;2022-02-07 13:15:12;VRIDI 2 STATION VRAC
2022-02-11;JOUR;VALIDE;MEDLOG;2022-02-11;responsable pont bascule;2022-02-07 14:11:58;MEDLOG
2022-02-11;JOUR;REJETE;MANTRA;2022-02-11;AGENT LOGISTICS;2022-02-07 14:27:28;MANTRA
2022-02-11;JOUR;VALIDE;ZAMACOM;2022-02-11;RESPONSABLE TRANSIT ;2022-02-08 11:54:08;ZAMACOM PONT 1
2022-02-11;JOUR;VALIDE;APM TERMINAL;2022-02-11;RESPONSABLE DES OPÃRATIONS DE DÃPÃTS ;2022-02-09 06:08:45;APM TERMINAL
2022-02-11;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:04:39;COTON RAN
2022-02-11;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:04:52;T6
2022-02-11;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:06:14;VRIDI 3 PONT 1
2022-02-11;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:06:24;VRIDI 3 PONT 2
2022-02-11;JOUR;VALIDE;TRCI;2022-02-11;RESPONSABLE PRODUIT FINI;2022-02-10 08:53:52;TRCI ANGUEDEDOU
2022-02-11;JOUR;EXPIRE;SUTEC;2022-02-11;ASSISTANTE DOT;2022-02-10 10:37:23;SUTEC EX DAFCI
2022-02-11;JOUR;VALIDE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-10 14:33:34;GMCI GESTOCI
2022-02-11;JOUR;VALIDE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-10 14:33:40;GMCI HINO
2022-02-11;JOUR;VALIDE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-10 14:33:56;GMCI GARE DU MALI
2022-02-11;JOUR;EN ATTENTE;Chambre de Commerce et d'Industrie de CÃ´te d'Ivoire;;;2022-02-11 16:56:12;SEAFEM
2022-02-11;NUIT;ANNULE;ZAMACOM;2022-02-11;RESPONSABLE TRANSIT ;2021-12-08 16:40:52;ZAMACOM PONT 1
2022-02-11;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-11;CHEF DE SERVICE METROLOGIE;2022-01-04 11:08:35;CCI-CI PONT N2
2022-02-11;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-11;RESPONSABLE PESEUR;2022-01-07 16:09:13;R et R
2022-02-11;NUIT;VALIDE;SEAFEM;2022-02-11;DIRECTEUR GENERAL;2022-02-03 15:04:09;SEAFEM
2022-02-11;NUIT;VALIDE;CARGILL COCOA;2022-02-11;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:18:56;CARGILL COCOA YOP
2022-02-11;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT ADMINISTRATIF;2022-02-07 13:15:20;VRIDI 2 STATION VRAC
2022-02-11;NUIT;VALIDE;MANTRA;2022-02-11;AGENT LOGISTICS;2022-02-07 14:27:17;MANTRA
2022-02-11;NUIT;VALIDE;ZAMACOM;2022-02-11;RESPONSABLE TRANSIT ;2022-02-08 11:54:24;ZAMACOM PONT 1
2022-02-11;NUIT;VALIDE;APM TERMINAL;2022-02-11;RESPONSABLE DES OPÃRATIONS DE DÃPÃTS ;2022-02-09 06:09:00;APM TERMINAL
2022-02-11;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:06:40;T6
2022-02-11;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:06:48;VRIDI 3 PONT 1
2022-02-11;NUIT;REJETE;BOLLORE TRANSPORT & LOGISTICS;2022-02-11;AGENT;2022-02-09 07:06:58;VRIDI 3 PONT 2
2022-02-11;NUIT;VALIDE;MEDLOG;2022-02-11;responsable pont bascule;2022-02-10 14:49:23;MEDLOG
2022-02-11;NUIT;VALIDE;;2022-02-11;RESPONSABLE LOGISTIQUE;2022-02-11 11:44:24;STNC
2022-02-11;NUIT;VALIDE;coic sa;2022-02-11;GESTIONNAIRE DE STOCKS;2022-02-11 13:38:48;COIC
2022-02-11;NUIT;VALIDE;logtrans;2022-02-11;PESEUR;2022-02-11 14:21:46;LOGTRANS
2022-02-11;NUIT;VALIDE;SOGENA;2022-02-11;SUPERVISEUR;2022-02-11 14:32:23;SOGENA EX-CAISTAB
2022-02-11;NUIT;ANNULE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 14:45:06;GMCI GESTOCI
2022-02-11;NUIT;VALIDE;DUVICK;2022-02-11;RESPONSABLES / VICE ;2022-02-11 14:53:22;DUVICK
2022-02-11;NUIT;VALIDE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:17:15;GMCI HINO
2022-02-11;NUIT;VALIDE;GMCI;2022-02-11;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:17:51;GMCI GESTOCI
2022-02-11;NUIT;VALIDE;MOVIS;2022-02-11;RESPONSABLE PT BASCULE;2022-02-11 15:32:49;CFS 4 VRIDI
2022-02-11;NUIT;VALIDE;SACO;2022-02-11;CONTAINER FLEET MANAGEMENT LEAD;2022-02-11 15:41:36;SACO ABIDJAN
2022-02-12;JOUR;VALIDE;SOGENA;2022-02-12;SUPERVISEUR;2022-01-03 15:19:21;SOGENA EX-CAISTAB
2022-02-12;JOUR;VALIDE;CCI - COTE DIVOIRE;2022-02-12;CHEF DE SERVICE METROLOGIE;2022-01-04 11:08:47;CCI-CI PONT N2
2022-02-12;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-12;RESPONSABLE PESEUR;2022-01-07 16:09:30;R et R
2022-02-12;JOUR;VALIDE;SACO;2022-02-12;AGENT LOGISTIQUE;2022-01-28 09:35:08;SACO ABIDJAN
2022-02-12;JOUR;VALIDE;SEAFEM;2022-02-12;DIRECTEUR GENERAL;2022-02-03 15:04:18;SEAFEM
2022-02-12;JOUR;VALIDE;CARGILL COCOA;2022-02-12;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:19:20;CARGILL COCOA YOP
2022-02-12;JOUR;REJETE;CARGILL COCOA;2022-02-12;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:19:22;CARGILL COCOA YOP
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT ADMINISTRATIF;2022-02-07 13:15:53;VRIDI 2 STATION VRAC
2022-02-12;JOUR;VALIDE;ZAMACOM;2022-02-12;RESPONSABLE TRANSIT ;2022-02-08 11:54:40;ZAMACOM PONT 1
2022-02-12;JOUR;VALIDE;APM TERMINAL;2022-02-12;RESPONSABLE DES OPÃRATIONS DE DÃPÃTS ;2022-02-09 06:09:25;APM TERMINAL
2022-02-12;JOUR;VALIDE;MEDLOG;2022-02-12;responsable pont bascule;2022-02-10 14:50:34;MEDLOG
2022-02-12;JOUR;VALIDE;MOVIS;2022-02-12;RESPONSABLE PT BASCULE;2022-02-10 15:02:23;CFS 4 VRIDI
2022-02-12;JOUR;REJETE;MANTRA;2022-02-12;AGENT LOGISTICS;2022-02-10 15:30:03;MANTRA
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:01:49;COTON RAN
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:02:03;T6
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:02:23;VRIDI 3 PONT 1
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:02:38;VRIDI 3 PONT 2
2022-02-12;JOUR;VALIDE;OLAM;2022-02-12;coordinateur pesage;2022-02-11 10:27:39;USINE UNICAO PONT02
2022-02-12;JOUR;VALIDE;FACI;2022-02-12;AGENT DE TRANSIT;2022-02-11 10:38:02;FACI
2022-02-12;JOUR;VALIDE;;2022-02-12;RESPONSABLE LOGISTIQUE;2022-02-11 11:44:36;STNC
2022-02-12;JOUR;VALIDE;TRCI;2022-02-12;RESPONSABLE PRODUIT FINI;2022-02-11 12:16:29;TRCI ANGUEDEDOU
2022-02-12;JOUR;VALIDE;coic sa;2022-02-12;GESTIONNAIRE DE STOCKS;2022-02-11 13:39:13;COIC
2022-02-12;JOUR;VALIDE;logtrans;2022-02-12;PESEUR;2022-02-11 14:22:10;LOGTRANS
2022-02-12;JOUR;VALIDE;DUVICK;2022-02-12;RESPONSABLES / VICE ;2022-02-11 14:57:22;DUVICK
2022-02-12;JOUR;VALIDE;GMCI;2022-02-12;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:19:18;GMCI GESTOCI
2022-02-12;JOUR;VALIDE;GMCI;2022-02-12;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:19:25;GMCI HINO
2022-02-12;JOUR;REJETE;SUTEC;2022-02-12;ASSISTANTE DOT;2022-02-11 15:28:00;SUTEC EX DAFCI
2022-02-12;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT D'EXPLOITATION;2022-02-11 15:30:49;CIPEXI STATION
2022-02-12;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-02-12;CHEF DE SERVICE METROLOGIE;2022-01-04 11:08:58;CCI-CI PONT N2
2022-02-12;NUIT;VALIDE;PROLINE LOGISTIC;2022-02-12;RESPONSABLE PESEUR;2022-01-07 16:09:40;R et R
2022-02-12;NUIT;VALIDE;SEAFEM;2022-02-12;DIRECTEUR GENERAL;2022-02-03 15:04:26;SEAFEM
2022-02-12;NUIT;VALIDE;CARGILL COCOA;2022-02-12;SUPERVISEUR OPÃRATIONS SHIPPING;2022-02-03 16:19:30;CARGILL COCOA YOP
2022-02-12;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT ADMINISTRATIF;2022-02-07 13:16:01;VRIDI 2 STATION VRAC
2022-02-12;NUIT;VALIDE;ZAMACOM;2022-02-12;RESPONSABLE TRANSIT ;2022-02-08 11:54:48;ZAMACOM PONT 1
2022-02-12;NUIT;ANNULE;APM TERMINAL;2022-02-12;RESPONSABLE DES OPÃRATIONS DE DÃPÃTS ;2022-02-09 06:09:40;APM TERMINAL
2022-02-12;NUIT;VALIDE;APM TERMINAL;2022-02-12;RESPONSABLE DES OPÃRATIONS DE DÃPÃTS ;2022-02-09 06:09:41;APM TERMINAL
2022-02-12;NUIT;VALIDE;MEDLOG;2022-02-12;responsable pont bascule;2022-02-10 14:49:36;MEDLOG
2022-02-12;NUIT;VALIDE;MOVIS;2022-02-12;RESPONSABLE PT BASCULE;2022-02-10 14:59:44;CFS 4 VRIDI
2022-02-12;NUIT;VALIDE;MANTRA;2022-02-12;AGENT LOGISTICS;2022-02-10 15:30:11;MANTRA
2022-02-12;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:03:12;T6
2022-02-12;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:03:21;VRIDI 3 PONT 1
2022-02-12;NUIT;REJETE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT;2022-02-11 07:03:30;VRIDI 3 PONT 2
2022-02-12;NUIT;VALIDE;;2022-02-12;RESPONSABLE LOGISTIQUE;2022-02-11 11:44:45;STNC
2022-02-12;NUIT;VALIDE;coic sa;2022-02-12;GESTIONNAIRE DE STOCKS;2022-02-11 13:39:27;COIC
2022-02-12;NUIT;VALIDE;DUVICK;2022-02-12;RESPONSABLES / VICE ;2022-02-11 14:57:37;DUVICK
2022-02-12;NUIT;VALIDE;GMCI;2022-02-12;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:19:35;GMCI HINO
2022-02-12;NUIT;VALIDE;GMCI;2022-02-12;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-02-11 15:19:49;GMCI GESTOCI
2022-02-12;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-12;AGENT D'EXPLOITATION;2022-02-11 15:31:30;CIPEXI STATION
2022-02-12;NUIT;VALIDE;SACO;2022-02-12;CONTAINER FLEET MANAGEMENT LEAD;2022-02-11 15:42:02;SACO ABIDJAN
2022-02-13;JOUR;VALIDE;SOGENA;2022-02-13;SUPERVISEUR;2022-01-03 15:19:28;SOGENA EX-CAISTAB
2022-02-13;JOUR;VALIDE;CCI - COTE DIVOIRE;2022-02-13;CHEF DE SERVICE METROLOGIE;2022-01-04 11:09:09;CCI-CI PONT N2
2022-02-13;JOUR;VALIDE;PROLINE LOGISTIC;2022-02-13;RESPONSABLE PESEUR;2022-01-07 16:09:51;R et R
2022-02-13;JOUR;VALIDE;SACO;2022-02-13;AGENT LOGISTIQUE;2022-01-28 09:35:16;SACO ABIDJAN
2022-02-13;JOUR;VALIDE;SEAFEM;2022-02-13;DIRECTEUR GENERAL;2022-02-03 15:04:42;SEAFEM
2022-02-13;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-02-13;AGENT ADMINISTRATIF;2022-02-07 13:16:18;VRIDI 2 STATION VRAC
2022-02-13;JOUR;VALIDE;ZAMACOM;2022-02-13;RESPONSABLE TRANSIT ;2022-02-08 11:55:01;ZAMACOM PONT 1
